index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
250,14185.128,4.896,40.064,15,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
251,14230.088,2.24,130.752,15,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
252,14363.08,4.416,72.736,15,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
253,14440.232,20.608,2.688,15,moe_up,fused_moe,fused_moe_kernel,448,128,
254,14463.528,1.376,54.849,15,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
255,14519.753,14.624,88.16,15,moe_down,fused_moe,fused_moe_kernel,256,128,
256,14622.537,0.96,96.768,15,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
257,14720.265,2.592,65.28,16,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
258,14788.137,8.768,18.528,16,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
259,14815.433,0.992,23.616,16,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
260,14840.041,1.248,20.033,16,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
261,14861.322,2.496,15.936,16,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
262,14879.754,0.96,34.784,16,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
263,14915.498,5.504,21.728,16,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
264,14942.73,1.888,31.264,16,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
265,14975.882,4.736,33.216,16,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
266,15013.834,2.144,127.68,16,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
267,15143.658,4.544,71.649,16,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
268,15219.851,19.68,2.816,16,moe_up,fused_moe,fused_moe_kernel,448,128,
269,15242.347,1.216,57.088,16,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
270,15300.651,14.688,85.632,16,moe_down,fused_moe,fused_moe_kernel,256,128,
271,15400.971,0.96,96.32,16,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
272,15498.251,2.112,63.936,17,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
273,15564.299,8.929,17.12,17,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
274,15590.348,0.96,23.776,17,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
275,15615.084,1.28,18.592,17,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
