index,start_us,duration_us,gap_to_next_activity_us,activity,name,bytes,kernel_index
187,10756.286,1.184,35.104,kernel,mul,0,185
188,10792.574,5.408,20.928,kernel,gemm,0,186
189,10818.91,1.856,30.464,kernel,fused_add_rmsnorm,0,187
190,10851.23,4.768,34.624,kernel,gemm,0,188
191,10890.622,1.984,155.073,kernel,topk_sigmoid,0,189
192,11047.679,4.416,73.44,kernel,moe_align,0,190
193,11125.535,19.104,4.32,kernel,fused_moe,0,191
194,11148.959,1.376,56.544,kernel,act_and_mul,0,192
195,11206.879,14.784,87.457,kernel,fused_moe,0,193
196,11309.12,0.928,99.776,kernel,moe_sum,0,194
197,11409.824,2.144,68.16,kernel,fused_add_rmsnorm,0,195
198,11480.128,8.896,19.936,kernel,gemm,0,196
199,11508.96,0.992,23.84,kernel,mul,0,197
200,11533.792,1.12,19.488,kernel,copy_int,0,198
201,11554.4,2.336,16.256,kernel,conv_update,0,199
202,11572.992,0.992,35.008,kernel,mul,0,200
203,11608.992,5.6,21.216,kernel,gemm,0,201
204,11635.808,2.112,29.601,kernel,fused_add_rmsnorm,0,202
205,11667.521,4.768,33.024,kernel,gemm,0,203
206,11705.313,2.016,129.44,kernel,topk_sigmoid,0,204
207,11836.769,4.416,68.832,kernel,moe_align,0,205
208,11910.017,19.872,2.656,kernel,fused_moe,0,206
209,11932.545,1.184,54.24,kernel,act_and_mul,0,207
210,11987.969,14.656,79.137,kernel,fused_moe,0,208
211,12081.762,0.96,91.008,kernel,moe_sum,0,209
212,12173.73,2.336,89.216,kernel,fused_add_rmsnorm,0,210
213,12265.282,8.832,24.32,kernel,gemm,0,211
214,12298.434,0.96,25.408,kernel,mul,0,212
215,12324.802,1.024,21.536,kernel,copy_int,0,213
216,12347.362,2.784,15.776,kernel,conv_update,0,214
217,12365.922,1.184,37.665,kernel,mul,0,215
218,12404.771,5.568,23.072,kernel,gemm,0,216
219,12433.411,1.888,30.944,kernel,fused_add_rmsnorm,0,217
220,12466.243,4.736,34.848,kernel,gemm,0,218
221,12505.827,2.016,130.336,kernel,topk_sigmoid,0,219
222,12638.179,4.416,70.624,kernel,moe_align,0,220
223,12713.219,19.328,3.809,kernel,fused_moe,0,221
224,12736.356,1.216,54.368,kernel,act_and_mul,0,222
225,12791.94,15.488,86.752,kernel,fused_moe,0,223
226,12894.18,1.024,94.4,kernel,moe_sum,0,224
227,12989.604,2.08,48.256,kernel,fused_add_rmsnorm,0,225
228,13039.94,5.824,47.552,kernel,gemm,0,226
229,13093.316,1.952,22.881,kernel,rmsnorm,0,227
230,13118.149,1.664,50.624,kernel,rmsnorm,0,228
231,13170.437,1.536,56.384,kernel,rope,0,229
232,13228.357,1.024,60.48,kernel,store_kv,0,230
233,13289.861,2.656,11.584,kernel,attention_prepare,0,231
234,13304.101,7.36,53.152,kernel,attention,0,232
235,13364.613,5.6,24.0,kernel,gemm,0,233
236,13394.213,1.952,32.32,kernel,fused_add_rmsnorm,0,234
237,13428.485,5.088,35.169,kernel,gemm,0,235
238,13468.742,2.016,134.816,kernel,topk_sigmoid,0,236
239,13605.574,4.288,78.56,kernel,moe_align,0,237
240,13688.422,20.96,3.2,kernel,fused_moe,0,238
241,13712.582,1.248,55.584,kernel,act_and_mul,0,239
242,13769.414,14.656,92.513,kernel,fused_moe,0,240
243,13876.583,0.992,98.368,kernel,moe_sum,0,241
244,13975.943,2.336,68.416,kernel,fused_add_rmsnorm,0,242
245,14046.695,9.216,21.568,kernel,gemm,0,243
246,14077.479,0.992,26.208,kernel,mul,0,244
247,14104.679,1.632,20.576,kernel,copy_int,0,245
248,14126.887,2.4,16.576,kernel,conv_update,0,246
249,14145.863,1.216,34.593,kernel,mul,0,247
250,14181.672,5.44,20.864,kernel,gemm,0,248
251,14207.976,2.176,30.432,kernel,fused_add_rmsnorm,0,249
252,14240.584,4.896,40.064,kernel,gemm,0,250
253,14285.544,2.24,130.752,kernel,topk_sigmoid,0,251
254,14418.536,4.416,72.736,kernel,moe_align,0,252
255,14495.688,20.608,2.688,kernel,fused_moe,0,253
256,14518.984,1.376,54.849,kernel,act_and_mul,0,254
257,14575.209,14.624,88.16,kernel,fused_moe,0,255
258,14677.993,0.96,96.768,kernel,moe_sum,0,256
