model,regime,configuration,repeat,idx,ttft_ms,e2e_ms,output_tokens
qwen,C128_O256,baseline,3,37,4343.72,6431.569,256
qwen,C128_O256,baseline,3,55,4318.436,6408.969,256
qwen,C128_O256,baseline,3,42,4335.841,6426.404,256
qwen,C128_O256,baseline,3,66,4303.554,6393.886,256
qwen,C128_O256,baseline,3,53,4321.278,6411.339,256
qwen,C128_O256,baseline,3,75,4292.745,6383.347,256
qwen,C128_O256,baseline,3,48,4325.998,6418.459,256
qwen,C128_O256,baseline,3,71,4297.307,6389.197,256
qwen,C128_O256,baseline,3,70,4298.087,6390.466,256
qwen,C128_O256,baseline,3,61,4310.157,6401.587,256
qwen,C128_O256,baseline,3,93,6414.536,8484.982,256
qwen,C128_O256,baseline,3,111,6394.372,8466.865,256
qwen,C128_O256,baseline,3,85,6422.841,8495.106,256
qwen,C128_O256,baseline,3,112,6394.099,8466.151,256
qwen,C128_O256,baseline,3,126,6381.154,8452.681,256
qwen,C128_O256,baseline,3,123,6381.792,8455.815,256
qwen,C128_O256,baseline,3,114,6391.529,8465.465,256
qwen,C128_O256,baseline,3,91,6416.938,8489.984,256
qwen,C128_O256,baseline,3,110,6396.044,8469.894,256
qwen,C128_O256,baseline,3,97,6410.298,8484.714,256
qwen,C128_O256,baseline,3,117,6388.263,8464.003,256
qwen,C128_O256,baseline,3,90,6417.017,8492.165,256
qwen,C128_O256,baseline,3,113,6393.742,8468.335,256
qwen,C128_O256,baseline,3,108,6399.591,8473.67,256
qwen,C128_O256,baseline,3,125,6381.536,8456.753,256
qwen,C128_O256,baseline,3,103,6404.252,8479.99,256
qwen,C128_O256,baseline,3,88,6420.532,8495.859,256
qwen,C128_O256,baseline,3,118,6388.93,8465.116,256
qwen,C128_O256,baseline,3,101,6407.064,8483.255,256
qwen,C128_O256,baseline,3,86,6422.896,8498.917,256
qwen,C128_O256,baseline,3,106,6399.202,8477.699,256
qwen,C128_O256,baseline,3,100,6407.556,8484.99,256
qwen,C128_O256,baseline,3,89,6418.082,8496.275,256
qwen,C128_O256,baseline,3,94,6412.387,8491.593,256
qwen,C128_O256,baseline,3,87,6421.145,8498.619,256
qwen,C128_O256,baseline,3,105,6403.164,8480.548,256
qwen,C128_O256,baseline,3,121,6384.228,8463.32,256
qwen,C128_O256,baseline,3,98,6410.383,8487.873,256
qwen,C128_O256,baseline,3,115,6392.178,8469.954,256
qwen,C128_O256,baseline,3,116,6389.208,8469.134,256
qwen,C128_O256,baseline,3,83,6424.736,8504.557,256
qwen,C128_O256,baseline,3,99,6407.71,8487.469,256
qwen,C64_O512,baseline,3,31,74.654,4277.806,512
qwen,C64_O512,baseline,3,15,95.955,4298.2,512
qwen,C64_O512,baseline,3,16,93.426,4297.59,512
qwen,C64_O512,baseline,3,30,75.787,4281.969,512
qwen,C64_O512,baseline,3,8,103.212,4309.447,512
qwen,C64_O512,baseline,3,20,89.651,4295.364,512
qwen,C64_O512,baseline,3,10,101.469,4307.754,512
qwen,C64_O512,baseline,3,12,99.621,4305.576,512
qwen,C64_O512,baseline,3,19,89.035,4297.17,512
qwen,C64_O512,baseline,3,18,91.975,4298.771,512
qwen,C64_O512,baseline,3,9,102.024,4310.435,512
qwen,C64_O512,baseline,3,7,104.036,4313.448,512
qwen,C64_O512,baseline,3,29,77.564,4286.996,512
qwen,C64_O512,baseline,3,4,108.478,4316.717,512
qwen,C64_O512,baseline,3,28,77.565,4287.706,512
qwen,C64_O512,baseline,3,11,100.659,4308.885,512
qwen,C64_O512,baseline,3,1,111.069,4321.026,512
qwen,C64_O512,baseline,3,22,87.898,4296.745,512
qwen,C64_O512,baseline,3,2,110.643,4321.323,512
qwen,C64_O512,baseline,3,21,88.511,4298.212,512
qwen,C64_O512,baseline,3,24,83.721,4295.113,512
qwen,C64_O512,baseline,3,0,104.448,4324.165,512
qwen,C64_O512,baseline,3,14,95.112,4307.724,512
qwen,C64_O512,baseline,3,13,97.247,4309.367,512
qwen,C64_O512,baseline,3,6,107.059,4318.047,512
qwen,C64_O512,baseline,3,3,110.78,4322.468,512
qwen,C64_O512,baseline,3,23,84.912,4297.887,512
qwen,C64_O512,baseline,3,17,93.19,4305.225,512
qwen,C64_O512,baseline,3,27,80.056,4292.793,512
qwen,C64_O512,baseline,3,25,82.193,4295.271,512
qwen,C64_O512,baseline,3,26,81.054,4294.62,512
qwen,C64_O512,baseline,3,5,105.992,4320.693,512
qwen,C64_O512,baseline,3,41,4322.811,8568.779,512
qwen,C64_O512,baseline,3,33,4335.876,8581.121,512
qwen,C64_O512,baseline,3,49,4314.163,8561.197,512
qwen,C64_O512,baseline,3,42,4322.446,8570.123,512
qwen,C64_O512,baseline,3,40,4327.093,8573.181,512
qwen,C64_O512,baseline,3,44,4321.047,8569.117,512
qwen,C64_O512,baseline,3,60,4302.093,8550.111,512
qwen,C64_O512,baseline,3,54,4308.917,8557.692,512
qwen,C64_O512,baseline,3,57,4303.954,8554.129,512
qwen,C64_O512,baseline,3,39,4328.503,8576.848,512
qwen,C64_O512,baseline,3,43,4321.414,8572.343,512
qwen,C64_O512,baseline,3,47,4318.892,8569.117,512
qwen,C64_O512,baseline,3,55,4307.051,8558.905,512
qwen,C64_O512,baseline,3,62,4298.534,8550.756,512
qwen,C64_O512,baseline,3,50,4313.347,8566.687,512
qwen,C64_O512,baseline,3,51,4311.946,8566.341,512
qwen,C64_O512,baseline,3,63,4299.552,8550.742,512
qwen,C64_O512,baseline,3,32,4335.469,8590.374,512
qwen,C64_O512,baseline,3,35,4331.481,8586.255,512
qwen,C64_O512,baseline,3,37,4331.153,8583.517,512
qwen,C64_O512,baseline,3,36,4330.323,8585.326,512
qwen,C64_O512,baseline,3,58,4304.315,8559.031,512
qwen,C64_O512,baseline,3,52,4311.721,8567.264,512
qwen,C64_O512,baseline,3,59,4303.609,8559.091,512
qwen,C64_O512,baseline,3,38,4327.574,8584.18,512
qwen,C64_O512,baseline,3,61,4299.457,8556.512,512
qwen,C64_O512,baseline,3,46,4318.762,8575.616,512
qwen,C64_O512,baseline,3,53,4310.439,8567.328,512
qwen,C64_O512,baseline,3,48,4316.283,8573.37,512
qwen,C64_O512,baseline,3,34,4333.106,8591.802,512
qwen,C64_O512,baseline,3,45,4320.872,8577.457,512
qwen,C64_O512,baseline,3,56,4307.768,8563.78,512
qwen,C64_O512,baseline,4,28,87.334,4288.266,512
qwen,C64_O512,baseline,4,17,103.485,4304.709,512
qwen,C64_O512,baseline,4,14,105.866,4309.956,512
qwen,C64_O512,baseline,4,12,108.033,4312.384,512
qwen,C64_O512,baseline,4,22,95.589,4299.869,512
qwen,C64_O512,baseline,4,11,112.96,4314.387,512
qwen,C64_O512,baseline,4,7,117.303,4319.961,512
qwen,C64_O512,baseline,4,4,118.81,4324.076,512
qwen,C64_O512,baseline,4,27,89.392,4294.703,512
qwen,C64_O512,baseline,4,3,122.688,4325.77,512
qwen,C64_O512,baseline,4,8,114.707,4320.504,512
qwen,C64_O512,baseline,4,15,107.204,4311.849,512
qwen,C64_O512,baseline,4,10,111.591,4318.651,512
qwen,C64_O512,baseline,4,19,99.242,4306.658,512
qwen,C64_O512,baseline,4,31,84.487,4291.895,512
qwen,C64_O512,baseline,4,30,88.129,4293.59,512
qwen,C64_O512,baseline,4,29,86.783,4294.941,512
qwen,C64_O512,baseline,4,21,96.676,4305.137,512
qwen,C64_O512,baseline,4,25,92.354,4299.992,512
qwen,C64_O512,baseline,4,0,125.982,4332.37,512
qwen,C64_O512,baseline,4,13,108.767,4317.758,512
qwen,C64_O512,baseline,4,20,98.19,4308.782,512
qwen,C64_O512,baseline,4,16,104.95,4314.398,512
qwen,C64_O512,baseline,4,9,112.951,4323.797,512
qwen,C64_O512,baseline,4,23,96.312,4305.869,512
qwen,C64_O512,baseline,4,2,121.24,4332.124,512
qwen,C64_O512,baseline,4,24,93.933,4304.926,512
qwen,C64_O512,baseline,4,18,101.926,4312.591,512
qwen,C64_O512,baseline,4,5,118.77,4329.113,512
qwen,C64_O512,baseline,4,6,116.923,4328.575,512
qwen,C64_O512,baseline,4,1,114.647,4334.868,512
qwen,C64_O512,baseline,4,26,91.625,4302.887,512
qwen,C64_O512,baseline,4,44,4326.009,8573.31,512
qwen,C64_O512,baseline,4,34,4343.249,8589.19,512
qwen,C64_O512,baseline,4,41,4330.908,8579.651,512
qwen,C64_O512,baseline,4,46,4326.196,8573.675,512
qwen,C64_O512,baseline,4,45,4325.863,8575.223,512
qwen,C64_O512,baseline,4,57,4310.349,8560.979,512
qwen,C64_O512,baseline,4,50,4321.122,8570.624,512
qwen,C64_O512,baseline,4,62,4304.332,8556.029,512
qwen,C64_O512,baseline,4,32,4342.944,8595.481,512
qwen,C64_O512,baseline,4,54,4314.461,8566.835,512
qwen,C64_O512,baseline,4,38,4337.123,8586.871,512
qwen,C64_O512,baseline,4,58,4308.767,8562.384,512
qwen,C64_O512,baseline,4,42,4330.389,8581.575,512
qwen,C64_O512,baseline,4,59,4308.014,8561.903,512
qwen,C64_O512,baseline,4,63,4304.212,8556.73,512
qwen,C64_O512,baseline,4,60,4308.483,8560.654,512
qwen,C64_O512,baseline,4,56,4315.04,8565.855,512
qwen,C64_O512,baseline,4,35,4342.43,8593.862,512
qwen,C64_O512,baseline,4,40,4333.19,8586.531,512
qwen,C64_O512,baseline,4,47,4325.904,8578.33,512
qwen,C64_O512,baseline,4,61,4307.163,8560.936,512
qwen,C64_O512,baseline,4,52,4317.922,8572.772,512
qwen,C64_O512,baseline,4,43,4330.455,8583.222,512
qwen,C64_O512,baseline,4,48,4321.677,8577.616,512
qwen,C64_O512,baseline,4,37,4338.016,8591.772,512
qwen,C64_O512,baseline,4,51,4319.739,8575.475,512
qwen,C64_O512,baseline,4,53,4315.552,8572.576,512
qwen,C64_O512,baseline,4,33,4341.596,8599.175,512
qwen,C64_O512,baseline,4,49,4319.782,8577.65,512
qwen,C64_O512,baseline,4,36,4339.102,8593.641,512
qwen,C64_O512,baseline,4,55,4316.056,8570.745,512
qwen,C64_O512,baseline,4,39,4334.232,8590.541,512
qwen,C128_O256,baseline,4,22,108.07,2162.645,256
qwen,C128_O256,baseline,4,30,91.485,2152.748,256
qwen,C128_O256,baseline,4,7,124.725,2182.215,256
qwen,C128_O256,baseline,4,29,95.17,2155.13,256
qwen,C128_O256,baseline,4,1,131.515,2190.716,256
qwen,C128_O256,baseline,4,4,127.909,2188.388,256
qwen,C128_O256,baseline,4,28,94.689,2158.743,256
qwen,C128_O256,baseline,4,31,92.48,2154.716,256
qwen,C128_O256,baseline,4,17,109.267,2173.337,256
qwen,C128_O256,baseline,4,27,98.496,2160.993,256
qwen,C128_O256,baseline,4,8,120.049,2185.517,256
qwen,C128_O256,baseline,4,20,103.794,2170.183,256
qwen,C128_O256,baseline,4,13,113.57,2179.671,256
qwen,C128_O256,baseline,4,2,129.166,2192.833,256
qwen,C128_O256,baseline,4,5,122.883,2189.456,256
qwen,C128_O256,baseline,4,15,112.863,2177.656,256
qwen,C128_O256,baseline,4,3,128.233,2193.124,256
qwen,C128_O256,baseline,4,16,109.702,2176.576,256
qwen,C128_O256,baseline,4,9,119.055,2185.801,256
qwen,C128_O256,baseline,4,24,100.015,2167.003,256
qwen,C128_O256,baseline,4,14,112.858,2180.417,256
qwen,C128_O256,baseline,4,23,102.482,2168.814,256
qwen,C128_O256,baseline,4,0,120.941,2197.005,256
qwen,C128_O256,baseline,4,6,121.446,2190.273,256
qwen,C128_O256,baseline,4,25,99.861,2166.003,256
qwen,C128_O256,baseline,4,11,116.626,2184.941,256
qwen,C128_O256,baseline,4,19,107.755,2174.787,256
qwen,C128_O256,baseline,4,26,97.385,2165.769,256
qwen,C128_O256,baseline,4,10,120.225,2186.499,256
qwen,C128_O256,baseline,4,21,104.095,2172.693,256
qwen,C128_O256,baseline,4,18,107.64,2176.88,256
qwen,C128_O256,baseline,4,12,114.938,2184.584,256
qwen,C128_O256,baseline,4,56,2185.869,4431.309,256
qwen,C128_O256,baseline,4,96,2136.255,4381.633,256
qwen,C128_O256,baseline,4,102,2124.264,4372.165,256
qwen,C128_O256,baseline,4,54,2190.076,4436.329,256
qwen,C128_O256,baseline,4,76,2160.886,4408.935,256
qwen,C128_O256,baseline,4,39,2209.007,4456.276,256
qwen,C128_O256,baseline,4,127,2085.085,4333.419,256
qwen,C128_O256,baseline,4,122,2095.324,4341.449,256
qwen,C128_O256,baseline,4,92,2141.824,4389.759,256
qwen,C128_O256,baseline,4,49,2198.151,4445.24,256
qwen,C128_O256,baseline,4,69,2170.241,4419.158,256
qwen,C128_O256,baseline,4,119,2098.808,4347.667,256
qwen,C128_O256,baseline,4,65,2175.435,4424.716,256
qwen,C128_O256,baseline,4,67,2175.267,4422.289,256
qwen,C128_O256,baseline,4,40,2207.751,4457.566,256
qwen,C128_O256,baseline,4,62,2180.771,4428.765,256
qwen,C128_O256,baseline,4,74,2166.302,4414.542,256
qwen,C128_O256,baseline,4,95,2137.336,4386.874,256
qwen,C128_O256,baseline,4,50,2194.411,4445.52,256
qwen,C128_O256,baseline,4,33,2216.848,4468.141,256
qwen,C128_O256,baseline,4,32,2221.154,4469.863,256
qwen,C128_O256,baseline,4,79,2159.194,4409.498,256
qwen,C128_O256,baseline,4,109,2114.798,4366.095,256
qwen,C128_O256,baseline,4,124,2089.977,4341.891,256
qwen,C128_O256,baseline,4,73,2165.079,4417.792,256
qwen,C128_O256,baseline,4,57,2184.837,4438.051,256
qwen,C128_O256,baseline,4,120,2097.727,4348.425,256
qwen,C128_O256,baseline,4,84,2151.341,4405.093,256
qwen,C128_O256,baseline,4,80,2158.811,4409.714,256
qwen,C128_O256,baseline,4,104,2122.053,4375.405,256
qwen,C128_O256,baseline,4,107,2117.668,4369.829,256
qwen,C128_O256,baseline,4,52,2192.548,4445.656,256
qwen,C128_O256,baseline,4,59,4490.451,6575.523,256
qwen,C128_O256,baseline,4,82,4462.402,6548.062,256
qwen,C128_O256,baseline,4,66,4483.434,6568.088,256
qwen,C128_O256,baseline,4,43,4511.864,6597.939,256
qwen,C128_O256,baseline,4,47,4508.358,6593.166,256
qwen,C128_O256,baseline,4,72,4475.73,6561.977,256
qwen,C128_O256,baseline,4,77,4468.962,6556.129,256
qwen,C128_O256,baseline,4,63,4486.832,6573.357,256
qwen,C128_O256,baseline,4,44,4510.641,6597.921,256
qwen,C128_O256,baseline,4,68,4479.97,6567.932,256
qwen,C128_O256,baseline,4,48,4505.66,6593.529,256
qwen,C128_O256,baseline,4,75,4473.806,6560.269,256
qwen,C128_O256,baseline,4,41,4514.536,6603.227,256
qwen,C128_O256,baseline,4,64,4487.499,6574.715,256
qwen,C128_O256,baseline,4,60,4491.453,6579.663,256
qwen,C128_O256,baseline,4,71,4476.112,6566.445,256
qwen,C128_O256,baseline,4,55,4495.848,6586.509,256
qwen,C128_O256,baseline,4,46,4507.982,6598.862,256
qwen,C128_O256,baseline,4,61,4488.97,6578.66,256
qwen,C128_O256,baseline,4,34,4523.916,6615.027,256
qwen,C128_O256,baseline,4,45,4509.464,6600.492,256
qwen,C128_O256,baseline,4,81,4466.672,6555.764,256
qwen,C128_O256,baseline,4,58,4493.639,6584.847,256
qwen,C128_O256,baseline,4,78,4466.432,6559.095,256
qwen,C128_O256,baseline,4,37,4520.782,6612.299,256
qwen,C128_O256,baseline,4,53,4500.961,6591.629,256
qwen,C128_O256,baseline,4,35,4523.179,6615.659,256
qwen,C128_O256,baseline,4,38,4519.167,6611.537,256
qwen,C128_O256,baseline,4,70,4477.955,6570.127,256
qwen,C128_O256,baseline,4,51,4503.031,6594.653,256
qwen,C128_O256,baseline,4,36,4522.533,6614.479,256
qwen,C128_O256,baseline,4,42,4513.504,6605.728,256
qwen,C128_O256,baseline,4,103,6578.147,8648.795,256
qwen,C128_O256,baseline,4,110,6567.216,8638.429,256
qwen,C128_O256,baseline,4,113,6565.843,8635.229,256
qwen,C128_O256,baseline,4,111,6568.962,8638.383,256
qwen,C128_O256,baseline,4,98,6589.868,8661.782,256
qwen,C128_O256,baseline,4,114,6560.956,8633.515,256
qwen,C128_O256,baseline,4,91,6600.074,8671.268,256
qwen,C128_O256,baseline,4,125,6545.612,8617.789,256
qwen,C128_O256,baseline,4,115,6561.513,8632.983,256
qwen,C128_O256,baseline,4,106,6573.524,8647.364,256
qwen,C128_O256,baseline,4,99,6586.588,8660.929,256
qwen,C128_O256,baseline,4,85,6609.172,8681.739,256
qwen,C128_O256,baseline,4,94,6593.968,8668.239,256
qwen,C128_O256,baseline,4,123,6550.523,8622.862,256
qwen,C128_O256,baseline,4,100,6583.819,8659.125,256
qwen,C128_O256,baseline,4,108,6570.58,8646.54,256
qwen,C128_O256,baseline,4,97,6589.842,8665.765,256
qwen,C128_O256,baseline,4,86,6605.941,8680.901,256
qwen,C128_O256,baseline,4,105,6577.673,8652.459,256
qwen,C128_O256,baseline,4,118,6555.576,8631.799,256
qwen,C128_O256,baseline,4,116,6560.17,8634.225,256
qwen,C128_O256,baseline,4,126,6542.743,8619.43,256
qwen,C128_O256,baseline,4,89,6602.378,8678.533,256
qwen,C128_O256,baseline,4,90,6600.798,8676.781,256
qwen,C128_O256,baseline,4,112,6563.822,8641.588,256
qwen,C128_O256,baseline,4,93,6596.06,8672.69,256
qwen,C128_O256,baseline,4,87,6605.164,8681.308,256
qwen,C128_O256,baseline,4,101,6581.776,8659.388,256
qwen,C128_O256,baseline,4,83,6608.78,8686.39,256
qwen,C128_O256,baseline,4,117,6558.819,8634.954,256
qwen,C128_O256,baseline,4,121,6550.455,8628.243,256
qwen,C128_O256,baseline,4,88,6601.359,8680.557,256
qwen,C128_O256,baseline,5,26,91.757,2174.896,256
qwen,C128_O256,baseline,5,1,122.996,2206.528,256
qwen,C128_O256,baseline,5,16,104.579,2188.969,256
qwen,C128_O256,baseline,5,7,121.286,2200.658,256
qwen,C128_O256,baseline,5,20,100.303,2184.986,256
qwen,C128_O256,baseline,5,14,107.097,2192.778,256
qwen,C128_O256,baseline,5,15,106.97,2192.008,256
qwen,C128_O256,baseline,5,31,85.498,2171.535,256
qwen,C128_O256,baseline,5,0,117.797,2211.523,256
qwen,C128_O256,baseline,5,2,125.605,2209.898,256
qwen,C128_O256,baseline,5,17,107.268,2191.081,256
qwen,C128_O256,baseline,5,8,116.954,2203.733,256
qwen,C128_O256,baseline,5,11,111.411,2199.673,256
qwen,C128_O256,baseline,5,30,86.74,2175.003,256
qwen,C128_O256,baseline,5,28,92.73,2177.803,256
qwen,C128_O256,baseline,5,25,92.981,2181.896,256
qwen,C128_O256,baseline,5,19,102.072,2190.169,256
qwen,C128_O256,baseline,5,24,99.842,2183.86,256
qwen,C128_O256,baseline,5,12,111.212,2199.643,256
qwen,C128_O256,baseline,5,18,102.481,2191.93,256
qwen,C128_O256,baseline,5,23,96.659,2185.478,256
qwen,C128_O256,baseline,5,3,122.36,2211.939,256
qwen,C128_O256,baseline,5,29,89.162,2178.165,256
qwen,C128_O256,baseline,5,6,121.393,2207.312,256
qwen,C128_O256,baseline,5,10,115.771,2202.537,256
qwen,C128_O256,baseline,5,27,94.343,2181.192,256
qwen,C128_O256,baseline,5,4,119.942,2210.698,256
qwen,C128_O256,baseline,5,13,112.224,2199.729,256
qwen,C128_O256,baseline,5,5,118.492,2209.308,256
qwen,C128_O256,baseline,5,9,119.115,2204.906,256
qwen,C128_O256,baseline,5,21,98.274,2189.687,256
qwen,C128_O256,baseline,5,22,97.417,2188.43,256
qwen,C128_O256,baseline,5,74,2178.182,4258.221,256
qwen,C128_O256,baseline,5,124,2104.251,4182.278,256
qwen,C128_O256,baseline,5,69,2186.218,4267.438,256
qwen,C128_O256,baseline,5,54,2203.151,4285.875,256
qwen,C128_O256,baseline,5,122,2106.208,4189.196,256
qwen,C128_O256,baseline,5,67,2187.742,4270.894,256
qwen,C128_O256,baseline,5,49,2210.028,4293.13,256
qwen,C128_O256,baseline,5,127,2099.273,4182.588,256
qwen,C128_O256,baseline,5,57,2200.52,4283.592,256
qwen,C128_O256,baseline,5,32,2231.305,4316.44,256
qwen,C128_O256,baseline,5,92,2155.177,4239.979,256
qwen,C128_O256,baseline,5,96,2150.089,4235.166,256
qwen,C128_O256,baseline,5,79,2172.841,4257.517,256
qwen,C128_O256,baseline,5,104,2137.537,4220.309,256
qwen,C128_O256,baseline,5,119,2111.136,4196.638,256
qwen,C128_O256,baseline,5,107,2131.85,4217.364,256
qwen,C128_O256,baseline,5,65,2192.194,4275.732,256
qwen,C128_O256,baseline,5,40,2222.74,4308.159,256
qwen,C128_O256,baseline,5,39,2225.61,4309.263,256
qwen,C128_O256,baseline,5,33,2230.603,4317.29,256
qwen,C128_O256,baseline,5,76,2176.584,4262.753,256
qwen,C128_O256,baseline,5,84,2168.183,4252.622,256
qwen,C128_O256,baseline,5,56,2202.605,4288.421,256
qwen,C128_O256,baseline,5,62,2194.761,4280.362,256
qwen,C128_O256,baseline,5,95,2152.546,4238.7,256
qwen,C128_O256,baseline,5,80,2173.534,4258.438,256
qwen,C128_O256,baseline,5,52,2206.603,4293.31,256
qwen,C128_O256,baseline,5,50,2210.314,4296.208,256
qwen,C128_O256,baseline,5,73,2183.305,4268.235,256
qwen,C128_O256,baseline,5,120,2108.966,4197.492,256
qwen,C128_O256,baseline,5,109,2131.181,4216.699,256
qwen,C128_O256,baseline,5,102,2139.006,4226.917,256
qwen,C128_O256,baseline,5,68,4329.917,6414.341,256
qwen,C128_O256,baseline,5,38,4368.907,6453.697,256
qwen,C128_O256,baseline,5,47,4354.619,6442.026,256
qwen,C128_O256,baseline,5,37,4367.893,6455.455,256
qwen,C128_O256,baseline,5,44,4358.449,6446.529,256
qwen,C128_O256,baseline,5,35,4371.322,6459.135,256
qwen,C128_O256,baseline,5,70,4327.3,6415.687,256
qwen,C128_O256,baseline,5,48,4355.531,6442.682,256
qwen,C128_O256,baseline,5,81,4313.727,6402.227,256
qwen,C128_O256,baseline,5,46,4356.702,6445.369,256
qwen,C128_O256,baseline,5,72,4326.07,6414.663,256
qwen,C128_O256,baseline,5,42,4361.891,6450.829,256
qwen,C128_O256,baseline,5,58,4342.677,6431.643,256
qwen,C128_O256,baseline,5,60,4340.245,6429.457,256
qwen,C128_O256,baseline,5,75,4321.233,6411.114,256
qwen,C128_O256,baseline,5,45,4358.534,6448.421,256
qwen,C128_O256,baseline,5,53,4350.225,6438.596,256
qwen,C128_O256,baseline,5,43,4361.662,6451.193,256
qwen,C128_O256,baseline,5,55,4347.083,6436.971,256
qwen,C128_O256,baseline,5,63,4335.366,6426.23,256
qwen,C128_O256,baseline,5,64,4334.059,6425.523,256
qwen,C128_O256,baseline,5,66,4335.204,6423.854,256
qwen,C128_O256,baseline,5,41,4365.5,6455.092,256
qwen,C128_O256,baseline,5,78,4318.143,6408.548,256
qwen,C128_O256,baseline,5,59,4341.07,6432.666,256
qwen,C128_O256,baseline,5,71,4327.603,6417.887,256
qwen,C128_O256,baseline,5,82,4313.669,6404.695,256
qwen,C128_O256,baseline,5,61,4338.3,6431.094,256
qwen,C128_O256,baseline,5,77,4319.512,6411.298,256
qwen,C128_O256,baseline,5,36,4371.151,6462.497,256
qwen,C128_O256,baseline,5,51,4350.552,6443.67,256
qwen,C128_O256,baseline,5,34,4374.077,6466.555,256
qwen,C128_O256,baseline,5,110,6415.356,8484.489,256
qwen,C128_O256,baseline,5,106,6422.191,8491.114,256
qwen,C128_O256,baseline,5,94,6441.562,8511.672,256
qwen,C128_O256,baseline,5,101,6430.494,8500.371,256
qwen,C128_O256,baseline,5,88,6451.067,8521.818,256
qwen,C128_O256,baseline,5,123,6395.8,8465.956,256
qwen,C128_O256,baseline,5,100,6430.366,8502.795,256
qwen,C128_O256,baseline,5,126,6391.51,8461.128,256
qwen,C128_O256,baseline,5,117,6404.549,8476.534,256
qwen,C128_O256,baseline,5,121,6398.482,8469.975,256
qwen,C128_O256,baseline,5,91,6446.493,8518.471,256
qwen,C128_O256,baseline,5,125,6389.755,8463.077,256
qwen,C128_O256,baseline,5,114,6412.002,8482.363,256
qwen,C128_O256,baseline,5,98,6438.475,8509.201,256
qwen,C128_O256,baseline,5,85,6454.893,8527.684,256
