model,regime,configuration,repeat,idx,ttft_ms,e2e_ms,output_tokens
lfm25,C128_O256,cap_only,4,33,315.822,2314.454,256
lfm25,C128_O256,cap_only,4,90,293.577,2241.675,256
lfm25,C128_O256,cap_only,4,73,315.631,2263.621,256
lfm25,C128_O256,cap_only,4,42,303.976,2303.301,256
lfm25,C128_O256,cap_only,4,120,257.62,2205.022,256
lfm25,C128_O256,cap_only,4,17,335.703,2335.895,256
lfm25,C128_O256,cap_only,4,63,330.456,2277.909,256
lfm25,C128_O256,cap_only,4,108,270.988,2220.577,256
lfm25,C128_O256,cap_only,4,94,287.997,2238.6,256
lfm25,C128_O256,cap_only,4,24,327.523,2327.718,256
lfm25,C128_O256,cap_only,4,61,331.823,2281.408,256
lfm25,C128_O256,cap_only,4,116,265.362,2212.143,256
lfm25,C128_O256,cap_only,4,69,323.137,2271.085,256
lfm25,C128_O256,cap_only,4,30,319.695,2321.18,256
lfm25,C128_O256,cap_only,4,58,337.221,2285.904,256
lfm25,C128_O256,cap_only,4,38,311.177,2311.561,256
lfm25,C128_O256,cap_only,4,81,306.736,2256.398,256
lfm25,C128_O256,cap_only,4,53,344.738,2293.505,256
lfm25,C128_O256,cap_only,4,25,326.917,2328.538,256
lfm25,C128_O256,cap_only,4,85,303.584,2252.392,256
lfm25,C128_O256,cap_only,4,78,307.031,2261.463,256
lfm25,C128_O256,cap_only,4,16,151.029,2340.76,256
lfm25,C128_O256,cap_only,4,22,330.958,2333.465,256
lfm25,C128_O256,cap_only,4,127,248.695,2200.878,256
lfm25,C128_O256,cap_only,4,91,293.389,2245.876,256
lfm25,C128_O256,cap_only,4,112,265.609,2220.183,256
lfm25,C128_O256,cap_only,4,43,302.384,2307.727,256
lfm25,C128_O256,cap_only,4,84,300.65,2255.48,256
lfm25,C128_O256,cap_only,4,0,81.737,2362.106,256
lfm25,C128_O256,cap_only,4,36,313.719,2317.485,256
lfm25,C128_O256,cap_only,4,56,339.723,2292.298,256
lfm25,C128_O256,cap_only,4,64,328.502,2282.632,256
lfm25,C128_O256,cap_only,4,71,320.202,2273.09,256
lfm25,C128_O256,cap_only,4,95,285.942,2242.966,256
lfm25,C128_O256,cap_only,4,32,316.524,2322.749,256
lfm25,C128_O256,cap_only,4,123,254.723,2208.592,256
lfm25,C128_O256,cap_only,4,51,292.654,2299.371,256
lfm25,C128_O256,cap_only,4,13,156.005,2348.614,256
lfm25,C128_O256,cap_only,4,107,274.798,2228.423,256
lfm25,C128_O256,cap_only,4,45,301.101,2307.356,256
lfm25,C128_O256,cap_only,4,4,165.835,2359.45,256
lfm25,C128_O256,cap_only,4,110,269.279,2225.397,256
lfm25,C128_O256,cap_only,4,97,287.404,2241.964,256
lfm25,C128_O256,cap_only,4,87,297.643,2254.207,256
lfm25,C128_O256,cap_only,4,21,331.064,2338.533,256
lfm25,C64_O512,cap_only,4,6,79.56,3620.73,512
lfm25,C64_O512,cap_only,4,57,120.307,3509.528,512
lfm25,C64_O512,cap_only,4,60,116.695,3506.66,512
lfm25,C64_O512,cap_only,4,62,113.904,3504.807,512
lfm25,C64_O512,cap_only,4,56,122.143,3515.47,512
lfm25,C64_O512,cap_only,4,31,142.526,3549.346,512
lfm25,C64_O512,cap_only,4,11,72.836,3629.846,512
lfm25,C64_O512,cap_only,4,14,70.646,3627.516,512
lfm25,C64_O512,cap_only,4,2,83.443,3643.124,512
lfm25,C64_O512,cap_only,4,55,123.946,3521.582,512
lfm25,C64_O512,cap_only,4,43,139.913,3538.667,512
lfm25,C64_O512,cap_only,4,7,78.228,3639.037,512
lfm25,C64_O512,cap_only,4,21,89.362,3568.758,512
lfm25,C64_O512,cap_only,4,36,135.86,3550.249,512
lfm25,C64_O512,cap_only,4,13,72.763,3636.249,512
lfm25,C64_O512,cap_only,4,33,139.854,3557.527,512
lfm25,C64_O512,cap_only,4,28,145.365,3565.374,512
lfm25,C64_O512,cap_only,4,22,155.902,3574.174,512
lfm25,C64_O512,cap_only,4,59,117.491,3525.229,512
lfm25,C64_O512,cap_only,4,37,134.78,3556.252,512
lfm25,C64_O512,cap_only,4,32,142.682,3563.318,512
lfm25,C64_O512,cap_only,4,38,133.268,3554.922,512
lfm25,C64_O512,cap_only,4,9,77.213,3645.832,512
lfm25,C64_O512,cap_only,4,12,72.607,3644.294,512
lfm25,C64_O512,cap_only,4,53,125.083,3537.743,512
lfm25,C64_O512,cap_only,4,0,75.222,3660.312,512
lfm25,C64_O512,cap_only,4,49,131.727,3546.969,512
lfm25,C64_O512,cap_only,4,18,145.959,3641.497,512
lfm25,C64_O512,cap_only,4,61,115.795,3532.402,512
lfm25,C64_O512,cap_only,4,39,132.821,3561.58,512
lfm25,C64_O512,cap_only,4,16,68.334,3644.349,512
lfm25,C64_O512,cap_only,4,47,135.053,3553.76,512
lfm25,C64_O512,cap_only,4,5,80.325,3661.295,512
lfm25,C64_O512,cap_only,4,50,131.47,3551.099,512
lfm25,C64_O512,cap_only,4,48,132.709,3554.068,512
lfm25,C64_O512,cap_only,4,4,82.006,3664.446,512
lfm25,C64_O512,cap_only,4,46,135.928,3559.663,512
lfm25,C64_O512,cap_only,4,58,119.791,3543.242,512
lfm25,C64_O512,cap_only,4,30,144.293,3581.185,512
lfm25,C64_O512,cap_only,4,63,112.522,3537.932,512
lfm25,C64_O512,cap_only,4,45,137.246,3562.539,512
lfm25,C64_O512,cap_only,4,42,129.407,3567.243,512
lfm25,C64_O512,cap_only,4,1,85.069,3672.663,512
lfm25,C64_O512,cap_only,4,20,91.396,3600.163,512
lfm25,C64_O512,cap_only,4,54,123.781,3554.606,512
lfm25,C64_O512,cap_only,4,23,154.693,3597.293,512
lfm25,C64_O512,cap_only,4,26,150.024,3593.758,512
lfm25,C64_O512,cap_only,4,24,153.182,3598.178,512
lfm25,C64_O512,cap_only,4,17,146.854,3660.73,512
lfm25,C64_O512,cap_only,4,34,140.507,3587.308,512
lfm25,C64_O512,cap_only,4,40,132.061,3580.35,512
lfm25,C64_O512,cap_only,4,15,66.774,3671.339,512
lfm25,C64_O512,cap_only,4,8,78.66,3683.552,512
lfm25,C64_O512,cap_only,4,10,74.952,3681.775,512
lfm25,C64_O512,cap_only,4,44,137.492,3584.827,512
lfm25,C64_O512,cap_only,4,35,138.389,3597.343,512
lfm25,C64_O512,cap_only,4,41,141.138,3589.643,512
lfm25,C64_O512,cap_only,4,25,152.682,3612.016,512
lfm25,C64_O512,cap_only,4,19,144.433,3672.939,512
lfm25,C64_O512,cap_only,4,52,127.873,3577.571,512
lfm25,C64_O512,cap_only,4,27,148.487,3611.842,512
lfm25,C64_O512,cap_only,4,3,83.041,3696.085,512
lfm25,C64_O512,cap_only,4,29,145.204,3612.498,512
lfm25,C64_O512,cap_only,4,51,129.745,3584.102,512
lfm25,C64_O512,cap_only,5,7,139.634,3607.474,512
lfm25,C64_O512,cap_only,5,25,180.662,3586.537,512
lfm25,C64_O512,cap_only,5,0,72.828,3617.612,512
lfm25,C64_O512,cap_only,5,13,131.513,3602.371,512
lfm25,C64_O512,cap_only,5,43,158.872,3568.647,512
lfm25,C64_O512,cap_only,5,36,168.248,3578.651,512
lfm25,C64_O512,cap_only,5,56,152.654,3555.575,512
lfm25,C64_O512,cap_only,5,19,187.473,3602.844,512
lfm25,C64_O512,cap_only,5,62,144.056,3549.81,512
lfm25,C64_O512,cap_only,5,48,162.6,3568.33,512
lfm25,C64_O512,cap_only,5,40,162.673,3578.772,512
lfm25,C64_O512,cap_only,5,42,161.602,3577.323,512
lfm25,C64_O512,cap_only,5,20,187.226,3605.38,512
lfm25,C64_O512,cap_only,5,29,174.803,3594.737,512
lfm25,C64_O512,cap_only,5,4,143.839,3626.631,512
lfm25,C64_O512,cap_only,5,9,136.639,3622.615,512
lfm25,C64_O512,cap_only,5,50,160.429,3572.399,512
lfm25,C64_O512,cap_only,5,10,135.783,3622.65,512
lfm25,C64_O512,cap_only,5,16,191.358,3614.116,512
lfm25,C64_O512,cap_only,5,32,172.7,3595.76,512
lfm25,C64_O512,cap_only,5,14,129.905,3618.629,512
lfm25,C64_O512,cap_only,5,61,146.172,3561.248,512
lfm25,C64_O512,cap_only,5,27,177.352,3602.934,512
lfm25,C64_O512,cap_only,5,30,174.221,3600.11,512
lfm25,C64_O512,cap_only,5,55,153.478,3569.847,512
lfm25,C64_O512,cap_only,5,38,165.398,3592.576,512
lfm25,C64_O512,cap_only,5,18,189.161,3616.65,512
lfm25,C64_O512,cap_only,5,12,132.804,3625.482,512
lfm25,C64_O512,cap_only,5,21,185.095,3613.624,512
lfm25,C64_O512,cap_only,5,15,193.323,3621.246,512
lfm25,C64_O512,cap_only,5,37,166.399,3595.615,512
lfm25,C64_O512,cap_only,5,22,184.362,3613.197,512
lfm25,C64_O512,cap_only,5,35,168.27,3599.09,512
lfm25,C64_O512,cap_only,5,23,182.039,3613.256,512
lfm25,C64_O512,cap_only,5,6,141.029,3636.755,512
lfm25,C64_O512,cap_only,5,54,154.494,3577.289,512
lfm25,C64_O512,cap_only,5,24,182.033,3614.275,512
lfm25,C64_O512,cap_only,5,44,158.469,3592.571,512
lfm25,C64_O512,cap_only,5,47,163.209,3588.599,512
lfm25,C64_O512,cap_only,5,52,156.511,3582.476,512
lfm25,C64_O512,cap_only,5,63,142.696,3568.717,512
lfm25,C64_O512,cap_only,5,11,134.596,3635.218,512
lfm25,C64_O512,cap_only,5,1,146.472,3647.107,512
lfm25,C64_O512,cap_only,5,3,144.357,3645.494,512
lfm25,C64_O512,cap_only,5,8,137.963,3641.753,512
lfm25,C64_O512,cap_only,5,28,176.616,3617.976,512
lfm25,C64_O512,cap_only,5,2,144.536,3650.802,512
lfm25,C64_O512,cap_only,5,33,171.183,3613.041,512
lfm25,C64_O512,cap_only,5,26,178.962,3621.268,512
lfm25,C64_O512,cap_only,5,31,173.118,3616.012,512
lfm25,C64_O512,cap_only,5,59,147.85,3581.016,512
lfm25,C64_O512,cap_only,5,60,146.895,3582.528,512
lfm25,C64_O512,cap_only,5,39,162.882,3609.684,512
lfm25,C64_O512,cap_only,5,34,170.372,3617.535,512
lfm25,C64_O512,cap_only,5,46,165.024,3602.708,512
lfm25,C64_O512,cap_only,5,49,161.696,3601.528,512
lfm25,C64_O512,cap_only,5,57,151.718,3591.659,512
lfm25,C64_O512,cap_only,5,45,166.747,3609.745,512
lfm25,C64_O512,cap_only,5,41,161.458,3619.442,512
lfm25,C64_O512,cap_only,5,58,150.457,3598.943,512
lfm25,C64_O512,cap_only,5,51,159.001,3608.04,512
lfm25,C64_O512,cap_only,5,17,190.051,3650.308,512
lfm25,C64_O512,cap_only,5,53,155.836,3606.325,512
lfm25,C64_O512,cap_only,5,5,141.533,3666.461,512
lfm25,C128_O256,cap_only,5,28,323.297,2316.318,256
lfm25,C128_O256,cap_only,5,17,336.818,2330.988,256
lfm25,C128_O256,cap_only,5,69,332.548,2265.921,256
lfm25,C128_O256,cap_only,5,92,302.358,2236.039,256
lfm25,C128_O256,cap_only,5,66,336.414,2270.134,256
lfm25,C128_O256,cap_only,5,0,82.385,2352.23,256
lfm25,C128_O256,cap_only,5,5,164.426,2347.176,256
lfm25,C128_O256,cap_only,5,49,360.469,2293.316,256
lfm25,C128_O256,cap_only,5,121,267.46,2199.532,256
lfm25,C128_O256,cap_only,5,115,272.81,2208.01,256
lfm25,C128_O256,cap_only,5,20,333.156,2331.049,256
lfm25,C128_O256,cap_only,5,57,347.599,2283.158,256
lfm25,C128_O256,cap_only,5,125,262.818,2196.055,256
lfm25,C128_O256,cap_only,5,117,272.278,2206.525,256
lfm25,C128_O256,cap_only,5,79,319.65,2255.353,256
lfm25,C128_O256,cap_only,5,98,296.265,2233.492,256
lfm25,C128_O256,cap_only,5,123,265.025,2200.797,256
lfm25,C128_O256,cap_only,5,64,339.765,2278.451,256
lfm25,C128_O256,cap_only,5,91,303.915,2242.691,256
lfm25,C128_O256,cap_only,5,99,294.151,2232.65,256
lfm25,C128_O256,cap_only,5,71,332.4,2270.026,256
lfm25,C128_O256,cap_only,5,29,321.97,2324.079,256
lfm25,C128_O256,cap_only,5,116,271.742,2211.404,256
lfm25,C128_O256,cap_only,5,90,305.352,2245.47,256
lfm25,C128_O256,cap_only,5,74,326.87,2267.432,256
lfm25,C128_O256,cap_only,5,100,293.55,2233.153,256
lfm25,C128_O256,cap_only,5,13,156.352,2345.754,256
lfm25,C128_O256,cap_only,5,70,333.795,2273.421,256
lfm25,C128_O256,cap_only,5,26,326.598,2329.988,256
lfm25,C128_O256,cap_only,5,52,356.484,2296.127,256
lfm25,C128_O256,cap_only,5,83,313.338,2255.633,256
lfm25,C128_O256,cap_only,5,23,329.081,2333.894,256
lfm25,C128_O256,cap_only,5,73,327.495,2270.24,256
lfm25,C128_O256,cap_only,5,10,158.867,2350.261,256
lfm25,C128_O256,cap_only,5,85,310.254,2254.528,256
lfm25,C128_O256,cap_only,5,35,314.217,2319.811,256
lfm25,C128_O256,cap_only,5,124,263.786,2204.86,256
lfm25,C128_O256,cap_only,5,40,306.674,2313.632,256
lfm25,C128_O256,cap_only,5,102,291.271,2234.363,256
lfm25,C128_O256,cap_only,5,8,160.874,2354.459,256
lfm25,C128_O256,cap_only,5,107,283.48,2229.053,256
lfm25,C128_O256,cap_only,5,7,161.417,2355.572,256
lfm25,C128_O256,cap_only,5,82,316.978,2259.71,256
lfm25,C128_O256,cap_only,5,9,160.485,2353.955,256
lfm25,C128_O256,cap_only,5,30,320.179,2328.205,256
lfm25,C128_O256,cap_only,5,126,261.403,2204.257,256
lfm25,C128_O256,cap_only,5,46,300.348,2307.844,256
lfm25,C128_O256,cap_only,5,65,339.487,2284.413,256
lfm25,C128_O256,cap_only,5,105,287.571,2232.421,256
lfm25,C128_O256,cap_only,5,1,81.612,2363.514,256
lfm25,C128_O256,cap_only,5,106,285.462,2232.258,256
lfm25,C128_O256,cap_only,5,94,300.599,2247.463,256
lfm25,C128_O256,cap_only,5,88,310.498,2255.515,256
lfm25,C128_O256,cap_only,5,80,318.153,2265.418,256
lfm25,C128_O256,cap_only,5,42,304.869,2315.821,256
lfm25,C128_O256,cap_only,5,93,302.409,2249.788,256
lfm25,C128_O256,cap_only,5,47,361.638,2309.351,256
lfm25,C128_O256,cap_only,5,59,344.474,2294.363,256
lfm25,C128_O256,cap_only,5,77,322.073,2270.409,256
lfm25,C128_O256,cap_only,5,16,337.846,2349.434,256
lfm25,C128_O256,cap_only,5,51,356.032,2306.506,256
lfm25,C128_O256,cap_only,5,24,327.403,2340.591,256
lfm25,C128_O256,cap_only,5,110,278.294,2229.473,256
lfm25,C128_O256,cap_only,5,31,318.651,2332.246,256
lfm25,C128_O256,cap_only,5,109,280.698,2231.149,256
lfm25,C128_O256,cap_only,5,6,163.351,2362.737,256
lfm25,C128_O256,cap_only,5,61,343.156,2293.997,256
lfm25,C128_O256,cap_only,5,118,267.573,2220.597,256
lfm25,C128_O256,cap_only,5,76,325.063,2275.458,256
lfm25,C128_O256,cap_only,5,14,339.919,2355.579,256
lfm25,C128_O256,cap_only,5,34,313.677,2330.005,256
lfm25,C128_O256,cap_only,5,103,290.246,2242.246,256
lfm25,C128_O256,cap_only,5,62,343.638,2295.107,256
lfm25,C128_O256,cap_only,5,32,318.326,2333.946,256
lfm25,C128_O256,cap_only,5,60,346.403,2298.124,256
lfm25,C128_O256,cap_only,5,4,165.48,2368.241,256
lfm25,C128_O256,cap_only,5,36,312.118,2328.958,256
lfm25,C128_O256,cap_only,5,11,158.091,2360.967,256
lfm25,C128_O256,cap_only,5,27,324.947,2341.541,256
lfm25,C128_O256,cap_only,5,78,320.785,2274.896,256
lfm25,C128_O256,cap_only,5,21,332.749,2349.809,256
lfm25,C128_O256,cap_only,5,84,312.372,2268.009,256
lfm25,C128_O256,cap_only,5,114,275.376,2229.656,256
lfm25,C128_O256,cap_only,5,86,310.787,2265.389,256
lfm25,C128_O256,cap_only,5,39,308.798,2326.946,256
lfm25,C128_O256,cap_only,5,104,290.184,2243.91,256
lfm25,C128_O256,cap_only,5,15,339.043,2358.469,256
lfm25,C128_O256,cap_only,5,37,312.018,2331.143,256
lfm25,C128_O256,cap_only,5,68,335.978,2291.381,256
lfm25,C128_O256,cap_only,5,38,309.952,2330.146,256
lfm25,C128_O256,cap_only,5,67,336.294,2292.987,256
lfm25,C128_O256,cap_only,5,45,300.197,2321.494,256
lfm25,C128_O256,cap_only,5,119,269.499,2225.306,256
lfm25,C128_O256,cap_only,5,113,277.225,2233.952,256
lfm25,C128_O256,cap_only,5,41,306.837,2326.931,256
lfm25,C128_O256,cap_only,5,25,326.504,2347.888,256
lfm25,C128_O256,cap_only,5,108,284.579,2240.933,256
lfm25,C128_O256,cap_only,5,33,316.846,2337.247,256
lfm25,C128_O256,cap_only,5,111,279.813,2237.167,256
lfm25,C128_O256,cap_only,5,127,259.879,2216.114,256
lfm25,C128_O256,cap_only,5,12,157.061,2364.708,256
lfm25,C128_O256,cap_only,5,19,335.12,2355.988,256
lfm25,C128_O256,cap_only,5,50,359.73,2316.683,256
lfm25,C128_O256,cap_only,5,2,166.721,2375.928,256
lfm25,C128_O256,cap_only,5,44,302.946,2325.116,256
lfm25,C128_O256,cap_only,5,3,165.848,2375.476,256
lfm25,C128_O256,cap_only,5,89,307.14,2267.227,256
lfm25,C128_O256,cap_only,5,48,361.947,2320.739,256
lfm25,C128_O256,cap_only,5,122,267.211,2225.369,256
lfm25,C128_O256,cap_only,5,56,351.797,2310.739,256
lfm25,C128_O256,cap_only,5,18,335.767,2359.758,256
lfm25,C128_O256,cap_only,5,72,330.58,2290.949,256
lfm25,C128_O256,cap_only,5,55,352.907,2312.528,256
lfm25,C128_O256,cap_only,5,97,295.066,2258.33,256
lfm25,C128_O256,cap_only,5,75,325.574,2287.933,256
lfm25,C128_O256,cap_only,5,54,351.006,2314.142,256
lfm25,C128_O256,cap_only,5,81,317.653,2278.96,256
lfm25,C128_O256,cap_only,5,120,267.98,2229.232,256
lfm25,C128_O256,cap_only,5,101,292.561,2254.754,256
lfm25,C128_O256,cap_only,5,112,278.929,2240.42,256
lfm25,C128_O256,cap_only,5,58,348.951,2311.437,256
lfm25,C128_O256,cap_only,5,63,340.973,2304.958,256
lfm25,C128_O256,cap_only,5,96,299.234,2261.921,256
lfm25,C128_O256,cap_only,5,43,303.297,2330.796,256
lfm25,C128_O256,cap_only,5,87,309.484,2273.446,256
lfm25,C128_O256,cap_only,5,53,353.824,2317.744,256
lfm25,C128_O256,cap_only,5,95,299.684,2263.929,256
lfm25,C128_O256,cap_only,5,22,331.71,2358.348,256
lfm25,C128_O256,full_high_concurrency,1,69,214.131,2458.412,256
lfm25,C128_O256,full_high_concurrency,1,89,400.683,2435.591,256
lfm25,C128_O256,full_high_concurrency,1,25,156.106,2519.426,256
lfm25,C128_O256,full_high_concurrency,1,120,470.858,2397.219,256
lfm25,C128_O256,full_high_concurrency,1,56,193.962,2482.182,256
lfm25,C128_O256,full_high_concurrency,1,5,108.007,2546.47,256
lfm25,C128_O256,full_high_concurrency,1,53,196.929,2485.299,256
lfm25,C128_O256,full_high_concurrency,1,70,252.588,2464.425,256
lfm25,C128_O256,full_high_concurrency,1,66,218.802,2470.077,256
lfm25,C128_O256,full_high_concurrency,1,48,168.479,2495.101,256
lfm25,C128_O256,full_high_concurrency,1,92,395.156,2436.319,256
lfm25,C128_O256,full_high_concurrency,1,21,124.393,2528.267,256
lfm25,C128_O256,full_high_concurrency,1,52,198.842,2489.022,256
lfm25,C128_O256,full_high_concurrency,1,1,74.814,2555.364,256
lfm25,C128_O256,full_high_concurrency,1,28,152.639,2521.037,256
lfm25,C128_O256,full_high_concurrency,1,68,216.65,2470.795,256
lfm25,C128_O256,full_high_concurrency,1,95,430.125,2436.03,256
lfm25,C128_O256,full_high_concurrency,1,84,407.163,2450.91,256
lfm25,C128_O256,full_high_concurrency,1,6,107.19,2550.278,256
lfm25,C128_O256,full_high_concurrency,1,124,468.886,2397.523,256
lfm25,C128_O256,full_high_concurrency,1,90,398.847,2443.226,256
lfm25,C128_O256,full_high_concurrency,1,101,421.135,2428.585,256
lfm25,C128_O256,full_high_concurrency,1,112,443.526,2413.581,256
lfm25,C128_O256,full_high_concurrency,1,126,466.621,2396.003,256
lfm25,C128_O256,full_high_concurrency,1,16,131.275,2539.488,256
lfm25,C128_O256,full_high_concurrency,1,60,189.296,2483.755,256
lfm25,C128_O256,full_high_concurrency,1,47,169.569,2501.398,256
lfm25,C128_O256,full_high_concurrency,1,116,474.494,2408.843,256
lfm25,C128_O256,full_high_concurrency,1,105,452.741,2424.837,256
lfm25,C128_O256,full_high_concurrency,1,34,145.966,2518.656,256
lfm25,C128_O256,full_high_concurrency,1,32,147.577,2520.958,256
lfm25,C128_O256,full_high_concurrency,1,94,431.354,2440.898,256
lfm25,C128_O256,full_high_concurrency,1,40,177.544,2510.889,256
lfm25,C128_O256,full_high_concurrency,1,45,171.637,2505.97,256
lfm25,C128_O256,full_high_concurrency,1,107,449.186,2423.814,256
lfm25,C128_O256,full_high_concurrency,1,110,446.757,2421.186,256
lfm25,C128_O256,full_high_concurrency,1,27,153.077,2528.599,256
lfm25,C128_O256,full_high_concurrency,1,127,465.604,2399.2,256
lfm25,C128_O256,full_high_concurrency,1,38,180.017,2516.222,256
lfm25,C128_O256,full_high_concurrency,1,122,468.283,2406.839,256
lfm25,C128_O256,full_high_concurrency,1,65,220.207,2482.388,256
lfm25,C128_O256,full_high_concurrency,1,91,397.212,2447.65,256
lfm25,C128_O256,full_high_concurrency,1,7,107.734,2556.052,256
lfm25,C128_O256,full_high_concurrency,1,115,476.186,2415.939,256
lfm25,C128_O256,full_high_concurrency,1,2,112.519,2562.719,256
lfm25,C128_O256,full_high_concurrency,1,81,238.639,2462.915,256
lfm25,C128_O256,full_high_concurrency,1,12,99.702,2551.563,256
lfm25,C128_O256,full_high_concurrency,1,22,122.678,2539.626,256
lfm25,C128_O256,full_high_concurrency,1,98,424.92,2441.613,256
lfm25,C128_O256,full_high_concurrency,1,3,111.128,2564.144,256
lfm25,C128_O256,full_high_concurrency,1,50,201.999,2505.03,256
lfm25,C128_O256,full_high_concurrency,1,96,427.072,2444.489,256
lfm25,C128_O256,full_high_concurrency,1,20,125.924,2543.813,256
lfm25,C128_O256,full_high_concurrency,1,24,121.022,2538.344,256
lfm25,C128_O256,full_high_concurrency,1,39,179.179,2519.913,256
lfm25,C128_O256,full_high_concurrency,1,23,122.011,2539.793,256
lfm25,C128_O256,full_high_concurrency,1,87,403.102,2458.399,256
lfm25,C128_O256,full_high_concurrency,1,33,146.595,2528.387,256
lfm25,C128_O256,full_high_concurrency,1,75,245.607,2474.088,256
lfm25,C128_O256,full_high_concurrency,1,123,470.416,2410.396,256
lfm25,C128_O256,full_high_concurrency,1,71,211.331,2479.276,256
lfm25,C128_O256,full_high_concurrency,1,117,473.011,2418.566,256
lfm25,C128_O256,full_high_concurrency,1,11,100.021,2556.603,256
lfm25,C128_O256,full_high_concurrency,1,97,425.748,2446.139,256
lfm25,C128_O256,full_high_concurrency,1,59,190.176,2497.296,256
lfm25,C128_O256,full_high_concurrency,1,99,423.976,2444.873,256
lfm25,C128_O256,full_high_concurrency,1,31,148.667,2532.954,256
lfm25,C128_O256,full_high_concurrency,1,63,222.836,2492.366,256
lfm25,C128_O256,full_high_concurrency,1,86,403.849,2462.384,256
lfm25,C128_O256,full_high_concurrency,1,0,74.929,2571.9,256
lfm25,C128_O256,full_high_concurrency,1,55,195.382,2502.969,256
lfm25,C128_O256,full_high_concurrency,1,49,204.015,2511.572,256
lfm25,C128_O256,full_high_concurrency,1,41,175.935,2521.303,256
lfm25,C128_O256,full_high_concurrency,1,83,408.789,2467.659,256
lfm25,C128_O256,full_high_concurrency,1,19,126.063,2549.133,256
lfm25,C128_O256,full_high_concurrency,1,10,101.867,2560.311,256
lfm25,C128_O256,full_high_concurrency,1,121,469.519,2417.717,256
lfm25,C128_O256,full_high_concurrency,1,85,405.08,2465.022,256
lfm25,C128_O256,full_high_concurrency,1,14,133.256,2556.353,256
lfm25,C128_O256,full_high_concurrency,1,114,477.951,2426.757,256
lfm25,C128_O256,full_high_concurrency,1,29,151.034,2538.034,256
lfm25,C128_O256,full_high_concurrency,1,26,154.199,2541.426,256
lfm25,C128_O256,full_high_concurrency,1,37,181.47,2528.256,256
lfm25,C128_O256,full_high_concurrency,1,76,244.543,2478.034,256
lfm25,C128_O256,full_high_concurrency,1,80,240.003,2473.501,256
lfm25,C128_O256,full_high_concurrency,1,18,127.468,2552.464,256
lfm25,C128_O256,full_high_concurrency,1,9,102.447,2563.34,256
lfm25,C128_O256,full_high_concurrency,1,72,249.489,2483.542,256
lfm25,C128_O256,full_high_concurrency,1,57,193.556,2504.379,256
lfm25,C128_O256,full_high_concurrency,1,88,401.812,2464.026,256
lfm25,C128_O256,full_high_concurrency,1,43,173.182,2522.431,256
lfm25,C128_O256,full_high_concurrency,1,58,191.215,2503.444,256
lfm25,C128_O256,full_high_concurrency,1,51,200.468,2512.901,256
lfm25,C128_O256,full_high_concurrency,1,118,472.123,2424.02,256
lfm25,C128_O256,full_high_concurrency,1,106,451.418,2440.93,256
lfm25,C128_O256,full_high_concurrency,1,74,247.251,2484.074,256
lfm25,C128_O256,full_high_concurrency,1,13,133.5,2565.372,256
lfm25,C128_O256,full_high_concurrency,1,15,130.976,2562.861,256
lfm25,C128_O256,full_high_concurrency,1,125,468.505,2421.347,256
lfm25,C128_O256,full_high_concurrency,1,77,243.262,2484.581,256
lfm25,C128_O256,full_high_concurrency,1,113,478.723,2436.44,256
lfm25,C128_O256,full_high_concurrency,1,17,128.272,2561.56,256
lfm25,C128_O256,full_high_concurrency,1,44,172.825,2528.451,256
lfm25,C128_O256,full_high_concurrency,1,103,455.14,2450.726,256
lfm25,C128_O256,full_high_concurrency,1,4,109.854,2579.214,256
lfm25,C128_O256,full_high_concurrency,1,108,448.876,2444.419,256
lfm25,C128_O256,full_high_concurrency,1,36,142.525,2538.82,256
lfm25,C128_O256,full_high_concurrency,1,35,143.754,2540.513,256
lfm25,C128_O256,full_high_concurrency,1,109,447.614,2444.039,256
lfm25,C128_O256,full_high_concurrency,1,8,107.135,2574.189,256
lfm25,C128_O256,full_high_concurrency,1,62,223.904,2506.668,256
lfm25,C128_O256,full_high_concurrency,1,46,170.616,2527.946,256
lfm25,C128_O256,full_high_concurrency,1,119,471.082,2431.377,256
lfm25,C128_O256,full_high_concurrency,1,42,174.812,2532.605,256
lfm25,C128_O256,full_high_concurrency,1,79,241.637,2485.589,256
lfm25,C128_O256,full_high_concurrency,1,54,196.111,2517.134,256
lfm25,C128_O256,full_high_concurrency,1,100,423.016,2458.019,256
lfm25,C128_O256,full_high_concurrency,1,73,248.562,2493.343,256
lfm25,C128_O256,full_high_concurrency,1,93,431.869,2466.975,256
lfm25,C128_O256,full_high_concurrency,1,111,444.742,2442.889,256
lfm25,C128_O256,full_high_concurrency,1,82,408.843,2482.256,256
lfm25,C128_O256,full_high_concurrency,1,61,225.488,2509.69,256
lfm25,C128_O256,full_high_concurrency,1,78,242.269,2488.005,256
lfm25,C128_O256,full_high_concurrency,1,104,453.728,2453.148,256
lfm25,C128_O256,full_high_concurrency,1,67,217.907,2502.602,256
lfm25,C128_O256,full_high_concurrency,1,30,150.283,2550.084,256
lfm25,C128_O256,full_high_concurrency,1,102,456.339,2456.025,256
lfm25,C128_O256,full_high_concurrency,1,64,222.128,2507.453,256
lfm25,C64_O512,full_high_concurrency,1,14,352.84,3511.556,512
lfm25,C64_O512,full_high_concurrency,1,10,356.356,3523.092,512
lfm25,C64_O512,full_high_concurrency,1,7,358.311,3530.863,512
lfm25,C64_O512,full_high_concurrency,1,5,361.468,3537.901,512
