model,tokens,M,config_key,BLOCK_SIZE_M,BLOCK_SIZE_N,BLOCK_SIZE_K,GROUP_SIZE_M,num_warps,num_stages,median_ms,p95_ms,std_ms,default_ms,speedup,max_abs_err
lfm25,16,64,bm32_bn256_bk64_gm32_w8_s2,32,256,64,32,8,2,0.2535359859466553,0.2932159900665283,0.01686948382692882,0.3139519989490509,1.2382936401584719,0.0
lfm25,16,64,bm32_bn32_bk128_gm16_w4_s4,32,32,128,16,4,4,0.2535359859466553,0.25839999318122864,0.0021666974963259014,0.3139519989490509,1.2382936401584719,0.0
lfm25,16,64,bm16_bn128_bk128_gm32_w8_s3,16,128,128,32,8,3,0.2536320090293884,0.26361599564552307,0.004222908810033995,0.3139519989490509,1.2378248319307095,0.0
lfm25,16,64,bm32_bn64_bk64_gm1_w4_s5,32,64,64,1,4,5,0.2537919878959656,0.2556479871273041,0.0015112108125843549,0.3139519989490509,1.2370445637462208,0.0
lfm25,16,64,bm16_bn64_bk256_gm1_w4_s2,16,64,256,1,4,2,0.25388801097869873,0.28246399760246277,0.011504461688981043,0.3139519989490509,1.2365767006437793,0.0
lfm25,16,64,bm16_bn64_bk64_gm1_w4_s5,16,64,64,1,4,5,0.25388801097869873,0.271263986825943,0.007997909539435398,0.3139519989490509,1.2365767006437793,0.0
lfm25,16,64,bm16_bn64_bk64_gm16_w4_s5,16,64,64,16,4,5,0.2539199888706207,0.2635200023651123,0.004101028260483744,0.3139519989490509,1.2364209700285476,0.0
lfm25,16,64,bm32_bn32_bk64_gm32_w8_s5,32,32,64,32,8,5,0.2539199888706207,0.26864001154899597,0.006010225694481972,0.3139519989490509,1.2364209700285476,0.0
lfm25,16,64,bm16_bn32_bk256_gm1_w4_s2,16,32,256,1,4,2,0.2539519965648651,0.2821759879589081,0.011211289464494067,0.3139519989490509,1.236265133551964,0.0
lfm25,16,64,bm64_bn128_bk64_gm16_w8_s5,64,128,64,16,8,5,0.2539840042591095,0.26982399821281433,0.007318775825144865,0.3139519989490509,1.2361093363531792,0.0
lfm25,16,64,bm64_bn32_bk64_gm32_w4_s5,64,32,64,32,4,5,0.2540479898452759,0.27478399872779846,0.008350113085886984,0.3139519989490509,1.2357980047008388,0.0
lfm25,16,64,bm16_bn64_bk128_gm1_w8_s3,16,64,128,1,8,3,0.25417599081993103,0.28387200832366943,0.011847507539568132,0.3139519989490509,1.2351756668137381,0.0
lfm25,16,64,bm32_bn64_bk128_gm32_w8_s3,32,64,128,32,8,3,0.25433599948883057,0.2773120105266571,0.009242264041814024,0.3139519989490509,1.2343985891892526,0.0
lfm25,16,64,bm32_bn256_bk128_gm1_w4_s3,32,256,128,1,4,3,0.25443199276924133,0.26502400636672974,0.004368182369970061,0.3139519989490509,1.233932869573488,0.0
lfm25,16,64,bm64_bn256_bk64_gm32_w8_s3,64,256,64,32,8,3,0.2544960081577301,0.2747200131416321,0.010167782180659196,0.3139519989490509,1.233622488705094,0.0
lfm25,16,64,bm32_bn32_bk128_gm16_w4_s5,32,32,128,16,4,5,0.2544960081577301,0.2800639867782593,0.01017207480770991,0.3139519989490509,1.233622488705094,0.0
lfm25,16,64,bm16_bn64_bk256_gm1_w8_s2,16,64,256,1,8,2,0.2545279860496521,0.26419198513031006,0.0041772885663759205,0.3139519989490509,1.2334675012428953,0.0
lfm25,16,64,bm64_bn128_bk64_gm1_w4_s5,64,128,64,1,4,5,0.25465598702430725,0.267520010471344,0.005310949871174441,0.3139519989490509,1.232847507799154,0.0
lfm25,16,64,bm16_bn256_bk64_gm32_w8_s3,16,256,64,32,8,3,0.254720002412796,0.26025599241256714,0.002522443622156932,0.3139519989490509,1.2325376726412882,0.0
lfm25,16,64,bm32_bn32_bk64_gm1_w8_s3,32,32,64,1,8,3,0.2547520101070404,0.2616640031337738,0.0033650852820463384,0.3139519989490509,1.2323828134550778,0.0
lfm25,16,64,bm16_bn256_bk64_gm1_w8_s5,16,256,64,1,8,5,0.2547839879989624,0.2762880027294159,0.00883451748525694,0.3139519989490509,1.2322281373126536,0.0
lfm25,16,64,bm64_bn256_bk64_gm1_w4_s5,64,256,64,1,4,5,0.2547839879989624,0.26972800493240356,0.0060172769484823935,0.3139519989490509,1.2322281373126536,0.0
lfm25,16,64,bm16_bn128_bk256_gm1_w8_s3,16,128,256,1,8,3,0.25484800338745117,0.27740800380706787,0.009058409029573208,0.3139519989490509,1.2319186133537903,0.0
lfm25,16,64,bm128_bn128_bk64_gm16_w8_s3,128,128,64,16,8,3,0.25488001108169556,0.2810879945755005,0.010587903891681082,0.3139519989490509,1.2317639096791364,0.0
lfm25,16,64,bm32_bn64_bk128_gm1_w4_s2,32,64,128,1,4,2,0.2550399899482727,0.2842879891395569,0.011951668965467292,0.3139519989490509,1.2309912614595333,0.0
lfm25,16,64,bm32_bn128_bk64_gm1_w8_s5,32,128,64,1,8,5,0.2550719976425171,0.27404800057411194,0.0077426614209466175,0.3139519989490509,1.2308367905953128,0.0
lfm25,16,64,bm64_bn128_bk64_gm32_w8_s5,64,128,64,32,8,5,0.2552320063114166,0.27267199754714966,0.007765216359907296,0.3139519989490509,1.2300651610518947,0.0
